Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,p7.8/t7.8,p10.7/t10.7,p14/t14,p17/8/t17.9,p22/t22,p26.8/t26.8,p32.2/t32.2,p38.4/t38/4,p45.5/t45.4,p53.3/t53/3,p62.2/t62.2,p72.3/t72.3,min p/t,max p/t,range p/t,max p/t / min p/t,,,buds
PEX25,YPL112C,53.71,54.93,56.34,57.84,60.06,60.98,61.40,59.72,64.54,69.83,76.61,84.40,2.56,2.46,2.40,2.38,2.50,2.51,2.61,2.72,2.83,2.91,2.99,3.09,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.01,1.30,,,22.60
PBP4,YDL053C,130.02,130.56,131.53,132.54,135.41,135.16,133.23,126.56,124.41,122.99,122.13,121.57,124.46,125.32,123.76,119.53,110.08,89.04,75.72,64.24,64.17,54.21,41.71,25.04,0.96,0.96,0.94,0.90,0.81,0.66,0.57,0.51,0.52,0.44,0.34,0.21,0.21,0.96,0.75,4.66,,,22.60
NNT1,YLR285W,87.52,87.83,88.18,88.76,89.21,91.11,92.84,93.31,93.56,94.56,96.21,99.41,21.62,20.31,18.86,16.81,13.25,15.45,18.62,22.08,21.75,19.79,18.58,20.02,0.25,0.23,0.21,0.19,0.15,0.17,0.20,0.24,0.23,0.21,0.19,0.20,0.15,0.25,0.10,1.66,,,22.60
APS3,YJL024C,53.23,55.10,57.44,59.75,64.00,63.71,61.98,58.38,57.17,56.46,56.40,57.20,18.43,18.40,18.49,18.85,20.16,19.70,17.12,13.52,9.14,8.01,9.85,16.12,0.35,0.33,0.32,0.32,0.31,0.31,0.28,0.23,0.16,0.14,0.17,0.28,0.14,0.35,0.20,2.44,,,22.60
PLB2,YMR006C,38.51,38.40,38.05,37.36,36.32,34.24,32.10,30.67,30.25,30.08,30.73,32.41,23.75,24.12,24.44,24.76,24.97,24.34,24.48,24.83,25.68,25.78,24.62,21.33,0.62,0.63,0.64,0.66,0.69,0.71,0.76,0.81,0.85,0.86,0.80,0.66,0.62,0.86,0.24,1.39,,,22.60
YHR045W,YHR045W,31.18,31.34,31.48,31.60,31.72,31.74,31.46,29.97,30.56,31.16,31.97,32.75,6.46,6.07,5.76,5.47,5.28,6.23,6.95,7.66,7.57,7.25,6.64,5.74,0.21,0.19,0.18,0.17,0.17,0.20,0.22,0.26,0.25,0.23,0.21,0.18,0.17,0.26,0.09,1.53,,,22.60
ATP15,YPL271W,426.30,445.98,475.80,507.34,574.75,576.13,550.19,465.61,420.95,420.94,457.47,547.46,14.37,15.03,15.09,14.02,11.04,8.11,7.28,7.50,9.43,9.71,10.13,10.70,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,2.55,,,22.56
YTA7,YGR270W,22.92,22.83,22.90,23.25,23.93,25.32,26.81,28.45,27.71,27.13,26.21,25.39,6.83,7.16,7.50,7.83,7.92,8.77,9.17,9.13,7.68,6.45,5.82,6.70,0.30,0.31,0.33,0.34,0.33,0.35,0.34,0.32,0.28,0.24,0.22,0.26,0.22,0.35,0.12,1.56,,,22.55
DPL1,YDR294C,44.47,43.83,43.24,42.82,42.30,42.79,44.02,47.51,46.05,43.91,40.38,35.52,22.33,23.21,24.58,26.88,31.03,33.08,33.62,32.61,28.54,28.10,29.25,32.78,0.50,0.53,0.57,0.63,0.73,0.77,0.76,0.69,0.62,0.64,0.72,0.92,0.50,0.92,0.42,1.84,,,22.52
SMY1,YKL079W,22.48,22.57,22.78,22.92,23.68,22.85,21.71,20.45,19.26,18.15,17.08,15.98,4.08,4.07,4.12,4.26,4.67,4.80,4.43,3.89,3.52,4.61,6.37,8.87,0.18,0.18,0.18,0.19,0.20,0.21,0.20,0.19,0.18,0.25,0.37,0.56,0.18,0.56,0.37,3.08,,,22.52
HOG1,YLR113W,169.93,165.90,162.04,159.11,156.47,159.11,163.68,171.51,167.96,163.34,155.66,145.26,60.29,62.40,64.81,67.82,71.11,75.26,77.12,76.90,72.44,67.82,65.15,67.50,0.35,0.38,0.40,0.43,0.45,0.47,0.47,0.45,0.43,0.42,0.42,0.46,0.35,0.47,0.12,1.33,,,22.48
MRPL7,YDR237W,30.73,30.57,30.16,29.25,28.10,24.88,21.65,19.95,19.46,18.58,18.01,17.38,8.45,9.06,9.79,10.80,12.25,13.14,13.13,12.47,11.26,10.65,10.59,11.54,0.28,0.30,0.32,0.37,0.44,0.53,0.61,0.62,0.58,0.57,0.59,0.66,0.28,0.66,0.39,2.42,,,22.47
FMP41,YNL168C,60.63,60.49,60.49,60.67,61.19,61.83,62.51,64.01,60.71,58.74,57.35,58.17,29.51,29.95,30.30,30.66,30.90,29.98,29.01,28.00,27.82,26.77,26.30,26.96,0.49,0.50,0.50,0.51,0.50,0.48,0.46,0.44,0.46,0.46,0.46,0.46,0.44,0.51,0.07,1.15,,,22.40
SNF4,YGL115W,63.14,62.98,62.72,62.12,61.51,59.14,56.70,55.37,53.83,53.76,55.49,59.92,17.79,18.59,20.36,23.42,28.70,37.88,42.82,44.93,38.41,33.24,29.38,29.88,0.28,0.30,0.32,0.38,0.47,0.64,0.76,0.81,0.71,0.62,0.53,0.50,0.28,0.81,0.53,2.88,,,22.39
MAE1,YKL029C,474.43,472.85,471.76,470.80,471.69,470.39,469.12,468.00,463.86,462.56,463.31,467.51,656.29,660.46,664.34,668.46,672.79,669.06,657.89,643.53,631.72,618.25,605.27,593.92,1.38,1.40,1.41,1.42,1.43,1.42,1.40,1.38,1.36,1.34,1.31,1.27,1.27,1.43,0.16,1.12,,,22.31
CSR1,YLR380W,52.15,52.71,53.49,54.35,56.19,56.42,56.29,55.44,56.83,56.16,53.66,47.76,99.08,99.31,97.11,91.77,78.93,61.33,55.60,52.80,53.66,47.84,42.39,38.03,1.90,1.88,1.82,1.69,1.40,1.09,0.99,0.95,0.94,0.85,0.79,0.80,0.79,1.90,1.11,2.40,,,22.27
ECM14,YHR132C,79.97,81.37,83.38,85.55,90.39,90.04,88.78,86.56,89.73,89.81,87.18,78.63,26.12,26.54,26.82,26.93,26.38,26.30,24.81,22.95,20.71,18.84,18.24,20.12,0.33,0.33,0.32,0.31,0.29,0.29,0.28,0.27,0.23,0.21,0.21,0.26,0.21,0.33,0.12,1.56,,,22.20
ENT3,YJR125C,55.75,54.75,54.34,54.30,56.67,56.52,56.04,55.89,49.93,47.61,47.87,53.62,119.40,120.90,118.28,110.78,92.57,61.94,44.12,34.24,56.26,64.19,65.56,53.06,2.14,2.21,2.18,2.04,1.63,1.10,0.79,0.61,1.13,1.35,1.37,0.99,0.61,2.21,1.60,3.60,,,22.20
YGR111W,YGR111W,25.98,25.85,26.22,26.86,29.25,29.68,29.86,29.96,27.20,25.95,25.54,27.09,7.41,7.29,7.19,7.06,6.84,7.41,7.40,7.29,6.80,6.33,5.35,3.58,0.29,0.28,0.27,0.26,0.23,0.25,0.25,0.24,0.25,0.24,0.21,0.13,0.13,0.29,0.15,2.16,,,22.20
FPR1,YNL135C,933.34,936.18,940.97,943.19,955.18,934.07,903.45,856.78,836.89,863.20,937.77,1082.45,1172.32,1020.47,863.04,670.98,449.86,433.86,442.36,543.35,710.28,866.38,955.63,895.98,1.26,1.09,0.92,0.71,0.47,0.46,0.49,0.63,0.85,1.00,1.02,0.83,0.46,1.26,0.79,2.70,,,22.08
TAF14,YPL129W,115.12,114.31,113.00,111.14,108.30,105.57,102.16,96.01,94.18,94.30,97.41,104.86,59.70,57.44,55.58,53.83,52.82,56.63,58.05,60.75,65.03,66.61,67.15,65.99,0.52,0.50,0.49,0.48,0.49,0.54,0.57,0.63,0.69,0.71,0.69,0.63,0.48,0.71,0.22,1.46,,,22.07
ZUO1,YGR285C,426.67,427.53,427.07,425.97,419.74,418.13,422.76,446.51,469.77,461.82,425.00,338.92,1456.41,1469.01,1464.38,1435.43,1340.78,1246.34,1229.03,1227.78,1235.78,1200.89,1142.14,1050.19,3.41,3.44,3.43,3.37,3.19,2.98,2.91,2.75,2.63,2.60,2.69,3.10,2.60,3.44,0.84,1.32,,,22.00
CHS5,YLR330W,73.08,71.77,70.79,69.97,70.41,68.99,68.69,73.68,71.23,65.72,55.97,40.00,43.22,44.09,45.13,46.45,48.05,50.62,51.16,50.89,49.98,48.06,45.31,42.00,0.59,0.61,0.64,0.66,0.68,0.73,0.74,0.69,0.70,0.73,0.81,1.05,0.59,1.05,0.46,1.78,,,22.00
PUT2,YHR037W,50.02,48.57,47.36,46.11,46.73,44.05,40.40,34.98,30.05,29.72,33.92,45.37,178.21,180.15,182.95,187.19,193.90,200.45,203.36,202.61,193.36,185.24,182.68,191.68,3.56,3.71,3.86,4.06,4.15,4.55,5.03,5.79,6.43,6.23,5.38,4.23,3.56,6.43,2.87,1.81,,,22.00
GET3,YDL100C,160.14,161.45,164.11,167.76,176.47,179.78,180.42,173.62,175.13,175.93,175.29,170.87,598.27,596.95,590.66,577.71,551.72,518.65,475.42,443.05,465.90,472.20,484.03,500.14,3.74,3.70,3.60,3.44,3.13,2.88,2.64,2.55,2.66,2.68,2.76,2.93,2.55,3.74,1.18,1.46,,,22.00
DAP2,YHR028C,62.15,61.75,61.73,61.85,63.58,62.90,61.71,60.40,55.98,52.81,50.11,48.82,13.79,13.98,14.23,14.70,15.69,15.81,14.60,12.71,10.86,10.00,9.96,11.32,0.22,0.23,0.23,0.24,0.25,0.25,0.24,0.21,0.19,0.19,0.20,0.23,0.19,0.25,0.06,1.33,,,22.00
MGM101,YJR144W,79.78,79.98,80.12,80.21,80.52,80.52,79.03,72.77,71.57,72.48,75.87,82.97,31.35,32.05,32.38,32.12,29.84,29.80,29.88,29.94,29.81,30.24,31.21,33.25,0.39,0.40,0.40,0.40,0.37,0.37,0.38,0.41,0.42,0.42,0.41,0.40,0.37,0.42,0.05,1.13,,,22.00
SKI8,YGL213C,45.35,44.58,43.57,42.47,40.83,40.11,39.60,39.42,38.97,38.11,37.06,35.85,12.45,12.07,11.67,11.23,10.92,10.22,9.82,9.32,8.42,8.51,8.71,8.81,0.27,0.27,0.27,0.26,0.27,0.25,0.25,0.24,0.22,0.22,0.23,0.25,0.22,0.27,0.06,1.27,,,22.00
PPN1,YDR452W,51.73,49.57,47.30,44.84,42.36,39.72,37.51,37.11,30.74,28.27,29.06,36.15,22.00,23.04,23.72,24.11,23.63,20.60,18.18,16.73,20.13,21.09,19.33,12.45,0.43,0.46,0.50,0.54,0.56,0.52,0.48,0.45,0.65,0.75,0.67,0.34,0.34,0.75,0.40,2.17,,,21.80
ARO1,YDR127W,78.92,77.94,76.73,75.41,73.17,72.46,72.73,75.46,75.27,74.94,74.43,73.97,1303.76,1323.23,1347.40,1391.12,1487.08,1405.04,1298.21,1247.02,1500.08,1787.29,1951.62,1821.34,16.52,16.98,17.56,18.45,20.32,19.39,17.85,16.52,19.93,23.85,26.22,24.62,16.52,26.22,9.70,1.59,,,21.80
PAC10,YGR078C,72.12,70.89,68.94,66.74,62.13,61.75,61.63,60.72,58.88,58.23,59.04,63.06,35.66,31.23,26.22,19.62,11.11,7.87,5.89,5.61,5.49,6.20,7.70,9.91,0.49,0.44,0.38,0.29,0.18,0.13,0.10,0.09,0.09,0.11,0.13,0.16,0.09,0.49,0.40,5.35,,,21.78
TOM71,YHR117W,26.77,26.23,25.53,24.76,23.57,23.04,22.70,22.71,22.70,23.42,25.08,28.22,47.42,47.84,48.18,48.71,50.09,47.10,44.72,42.39,42.67,43.00,43.60,44.01,1.77,1.82,1.89,1.97,2.12,2.04,1.97,1.87,1.88,1.84,1.74,1.56,1.56,2.12,0.57,1.36,,,21.77
RPD3,YNL330C,54.57,54.17,53.34,51.85,49.80,45.55,41.38,39.33,38.55,37.03,35.74,34.28,15.57,14.65,13.72,12.66,11.43,12.08,12.88,13.90,14.51,13.43,11.63,9.11,0.29,0.27,0.26,0.24,0.23,0.27,0.31,0.35,0.38,0.36,0.33,0.27,0.23,0.38,0.15,1.64,,,21.66
COQ5,YML110C,107.25,104.10,100.68,97.06,92.59,89.89,87.38,85.98,74.49,69.39,68.98,78.36,37.72,39.09,40.96,43.70,48.05,51.60,49.88,46.82,43.79,43.94,47.46,56.40,0.35,0.38,0.41,0.45,0.52,0.57,0.57,0.54,0.59,0.63,0.69,0.72,0.35,0.72,0.37,2.05,,,21.66
IGO1,YNL157W,119.95,127.30,137.98,151.86,174.39,192.94,210.88,226.59,240.86,242.41,228.39,189.86,21.11,22.45,23.69,24.99,25.76,24.63,26.90,30.44,36.64,36.97,30.72,13.74,0.18,0.18,0.17,0.16,0.15,0.13,0.13,0.13,0.15,0.15,0.13,0.07,0.07,0.18,0.10,2.44,,,21.60
GSF2,YML048W,92.80,93.13,95.49,100.11,111.90,119.61,125.95,130.41,130.37,124.59,110.11,82.78,151.48,150.45,149.29,147.84,145.94,145.60,147.19,149.78,151.56,147.20,143.18,141.49,1.63,1.62,1.56,1.48,1.30,1.22,1.17,1.15,1.16,1.18,1.30,1.71,1.15,1.71,0.56,1.49,,,21.60
YDL086W,YDL086W,116.53,114.99,113.54,111.96,110.57,108.65,107.66,110.00,104.79,104.69,109.00,121.51,73.87,76.67,79.42,82.31,83.77,87.19,86.24,86.27,93.96,96.48,94.46,85.34,0.63,0.67,0.70,0.74,0.76,0.80,0.80,0.78,0.90,0.92,0.87,0.70,0.63,0.92,0.29,1.45,,,21.60
YIP5,YGL161C,61.33,60.67,60.89,61.57,65.40,65.39,64.73,64.63,55.54,50.91,48.77,52.51,11.55,11.28,11.02,10.82,10.93,10.38,9.62,8.67,7.73,7.61,8.00,9.07,0.19,0.19,0.18,0.18,0.17,0.16,0.15,0.13,0.14,0.15,0.16,0.17,0.13,0.19,0.05,1.40,,,21.60
STO1,YMR125W,37.67,37.01,36.04,34.85,32.79,31.55,30.37,29.03,29.03,28.99,29.23,29.65,73.27,72.46,72.71,74.26,78.92,85.82,92.15,97.63,95.96,91.21,82.88,70.37,1.95,1.96,2.02,2.13,2.41,2.72,3.03,3.36,3.31,3.15,2.84,2.37,1.95,3.36,1.42,1.73,,,21.60
GAP1,YKR039W,1261.84,1260.20,1256.04,1247.11,1232.77,1202.05,1187.18,1230.27,1267.77,1292.45,1317.64,1335.39,386.93,386.51,385.42,384.63,387.87,371.30,346.51,321.69,320.59,326.91,336.60,345.55,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.26,0.25,0.25,0.26,0.26,0.25,0.31,0.06,1.24,,,21.54
SIT4,YDL047W,113.42,112.92,111.77,110.31,106.23,105.09,107.63,121.35,128.76,129.22,123.86,109.34,38.04,31.92,25.07,16.21,4.72,1.04,-0.24,0.90,1.42,1.31,1.51,2.02,0.34,0.28,0.22,0.15,0.04,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.34,0.34,-150.59,,,21.52
CMK2,YOL016C,65.50,68.53,73.51,81.43,93.22,110.14,129.61,155.48,160.42,167.69,174.57,186.37,37.57,39.21,41.24,43.92,47.09,50.70,55.22,59.21,60.73,61.03,57.64,48.82,0.57,0.57,0.56,0.54,0.51,0.46,0.43,0.38,0.38,0.36,0.33,0.26,0.26,0.57,0.31,2.19,,,21.40
YDR262W,YDR262W,82.37,84.81,89.33,94.64,107.52,108.00,109.25,116.76,124.24,126.82,124.68,112.90,10.32,10.04,9.89,9.75,9.47,11.85,13.23,14.82,16.33,16.85,16.39,14.66,0.13,0.12,0.11,0.10,0.09,0.11,0.12,0.13,0.13,0.13,0.13,0.13,0.09,0.13,0.04,1.51,,,21.40
LYS21,YDL131W,474.50,474.15,473.88,474.02,473.77,475.48,477.43,480.72,481.40,476.12,463.19,438.01,388.17,393.30,398.98,406.56,417.00,417.83,417.16,411.75,399.60,398.46,408.24,436.17,0.82,0.83,0.84,0.86,0.88,0.88,0.87,0.86,0.83,0.84,0.88,1.00,0.82,1.00,0.18,1.22,,,21.40
PHO86,YJL117W,141.66,143.29,145.24,147.46,150.93,152.41,153.28,154.21,154.45,156.17,159.65,166.67,50.11,49.03,48.00,47.19,48.06,44.97,40.53,36.16,35.76,37.08,38.04,36.91,0.35,0.34,0.33,0.32,0.32,0.30,0.26,0.23,0.23,0.24,0.24,0.22,0.22,0.35,0.13,1.60,,,21.40
DPH5,YLR172C,158.40,160.42,162.69,165.43,168.60,172.60,175.60,175.60,177.79,175.99,169.86,157.19,0.84,0.95,1.09,1.26,1.48,1.60,1.72,2.07,3.17,4.04,4.54,4.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.02,5.15,,,21.40
CUE5,YOR042W,65.91,64.96,64.80,65.02,68.02,67.97,66.83,63.40,55.77,52.48,51.80,56.21,59.74,61.29,62.33,63.42,65.35,56.46,43.55,29.46,23.90,23.13,24.37,26.33,0.91,0.94,0.96,0.98,0.96,0.83,0.65,0.46,0.43,0.44,0.47,0.47,0.43,0.98,0.55,2.28,,,21.40
MYO5,YMR109W,23.77,23.01,22.31,21.79,21.24,21.73,23.04,26.84,25.74,23.70,20.06,14.72,51.39,52.12,53.30,55.21,58.22,61.28,67.10,72.12,71.83,70.00,65.72,58.49,2.16,2.26,2.39,2.53,2.74,2.82,2.91,2.69,2.79,2.95,3.28,3.97,2.16,3.97,1.81,1.84,,,21.40
CDC73,YLR418C,36.12,35.42,34.45,33.39,31.39,31.08,31.19,31.97,31.70,31.22,30.54,29.75,15.54,16.03,16.53,17.08,17.48,17.96,18.43,18.80,18.94,18.55,17.96,17.32,0.43,0.45,0.48,0.51,0.56,0.58,0.59,0.59,0.60,0.59,0.59,0.58,0.43,0.60,0.17,1.39,,,21.40
SBP1,YHL034C,359.91,350.84,342.74,334.63,331.03,322.15,312.32,301.27,268.70,258.57,265.82,304.47,306.22,266.74,226.63,179.56,129.06,133.70,140.42,160.87,173.27,180.03,205.46,263.55,0.85,0.76,0.66,0.54,0.39,0.42,0.45,0.53,0.64,0.70,0.77,0.87,0.39,0.87,0.48,2.22,,,21.20
ASC1,YMR116C,2286.61,2289.83,2290.08,2291.25,2280.80,2298.43,2306.28,2264.36,2302.25,2311.77,2295.64,2226.00,3580.29,3564.00,3535.44,3477.47,3347.99,3334.18,3362.69,3431.37,3464.37,3624.53,3924.34,4435.54,1.57,1.56,1.54,1.52,1.47,1.45,1.46,1.52,1.50,1.57,1.71,1.99,1.45,1.99,0.54,1.37,,,21.20
FMP52,YER004W,128.06,130.78,135.52,140.97,153.84,154.43,151.06,139.65,137.68,147.37,168.16,204.60,101.42,102.83,103.59,103.56,101.05,97.62,98.45,100.43,104.44,100.01,91.23,76.75,0.79,0.79,0.76,0.73,0.66,0.63,0.65,0.72,0.76,0.68,0.54,0.38,0.38,0.79,0.42,2.11,,,21.20
CRH1,YGR189C,219.40,219.87,219.40,219.43,215.58,220.14,227.60,247.26,243.29,231.28,210.11,181.12,130.21,128.88,128.53,129.72,135.55,134.43,141.49,153.53,172.97,190.98,198.73,185.37,0.59,0.59,0.59,0.59,0.63,0.61,0.62,0.62,0.71,0.83,0.95,1.02,0.59,1.02,0.44,1.75,,,21.20
PCT1,YGR202C,47.10,41.65,34.70,27.20,14.57,10.58,12.34,26.83,36.14,36.91,30.54,11.45,5.59,5.42,5.29,5.14,4.97,5.70,5.81,5.68,4.62,4.72,6.57,11.41,0.12,0.13,0.15,0.19,0.34,0.54,0.47,0.21,0.13,0.13,0.22,1.00,0.12,1.00,0.88,8.40,,,21.20
FAA1,YOR317W,116.56,113.41,110.22,106.75,103.29,99.03,96.53,101.96,89.24,84.33,85.68,100.39,656.83,669.79,690.35,723.46,780.38,827.90,851.28,850.23,797.02,800.87,821.47,868.65,5.64,5.91,6.26,6.78,7.56,8.36,8.82,8.34,8.93,9.50,9.59,8.65,5.64,9.59,3.95,1.70,,,21.20
YKL033W-A,YKL033W-A,129.63,129.19,129.32,130.04,132.36,134.48,136.37,137.63,133.91,136.31,143.71,160.42,120.13,112.87,103.12,88.65,65.82,51.19,44.77,44.68,52.81,52.04,46.07,30.78,0.93,0.87,0.80,0.68,0.50,0.38,0.33,0.32,0.39,0.38,0.32,0.19,0.19,0.93,0.73,4.83,,,21.20
RSR1,YGR152C,52.15,52.95,53.50,54.16,53.83,55.76,58.48,62.23,69.90,69.30,61.37,40.81,12.10,11.30,10.49,9.53,8.43,8.36,8.01,8.39,9.85,11.44,11.84,9.77,0.23,0.21,0.20,0.18,0.16,0.15,0.14,0.13,0.14,0.17,0.19,0.24,0.13,0.24,0.10,1.77,,,21.20
CHO2,YGR157W,67.57,69.02,71.25,73.58,79.24,78.43,75.86,71.10,68.14,65.80,63.86,62.39,72.20,73.65,75.57,78.47,83.71,86.03,83.46,77.84,70.01,69.49,74.05,86.59,1.07,1.07,1.06,1.07,1.06,1.10,1.10,1.09,1.03,1.06,1.16,1.39,1.03,1.39,0.36,1.35,,,21.20
TIM13,YGR181W,116.31,114.50,113.42,113.00,115.80,116.85,116.65,110.10,110.11,112.01,115.40,119.63,40.49,41.59,41.97,41.51,38.99,34.05,33.47,39.34,64.95,72.97,64.75,28.77,0.35,0.36,0.37,0.37,0.34,0.29,0.29,0.36,0.59,0.65,0.56,0.24,0.24,0.65,0.41,2.71,,,21.20
YGR125W,YGR125W,51.15,50.62,50.07,49.51,48.87,48.54,48.47,48.91,48.63,49.30,50.92,54.07,7.22,7.46,8.18,9.50,11.87,16.70,18.66,19.15,15.37,12.77,11.80,14.61,0.14,0.15,0.16,0.19,0.24,0.34,0.39,0.39,0.32,0.26,0.23,0.27,0.14,0.39,0.25,2.77,,,21.20
UBR1,YGR184C,10.15,10.25,10.58,11.11,12.30,13.12,13.73,13.77,13.42,13.14,12.54,11.55,9.22,9.16,9.20,9.36,9.84,10.39,10.69,10.70,9.92,10.19,10.89,12.21,0.91,0.89,0.87,0.84,0.80,0.79,0.78,0.78,0.74,0.78,0.87,1.06,0.74,1.06,0.32,1.43,,,21.20
OLA1,YBR025C,520.70,516.56,509.87,502.50,486.66,486.74,486.95,479.86,480.48,477.94,473.82,467.68,1602.41,1638.13,1672.16,1706.34,1719.06,1760.86,1778.50,1759.05,1641.18,1547.90,1573.86,1834.50,3.08,3.17,3.28,3.40,3.53,3.62,3.65,3.67,3.42,3.24,3.32,3.92,3.08,3.92,0.85,1.27,,,21.00
GRX5,YPL059W,84.93,86.07,88.13,90.22,95.83,94.72,92.04,88.16,78.17,76.56,82.54,102.63,13.14,13.66,14.73,16.33,18.79,24.84,28.87,35.89,51.96,66.33,73.45,66.56,0.15,0.16,0.17,0.18,0.20,0.26,0.31,0.41,0.66,0.87,0.89,0.65,0.15,0.89,0.74,5.75,,,21.00
GCS1,YDL226C,93.81,93.05,91.92,90.45,88.00,86.00,84.77,86.48,85.18,84.48,84.84,87.45,216.12,208.94,199.28,184.74,162.18,149.02,136.24,130.01,136.62,137.28,144.87,163.12,2.30,2.25,2.17,2.04,1.84,1.73,1.61,1.50,1.60,1.62,1.71,1.87,1.50,2.30,0.80,1.53,,,21.00
PMU1,YKL128C,91.76,91.32,90.56,89.73,87.48,87.60,88.89,93.15,94.68,95.22,94.93,93.68,18.81,18.01,16.91,15.22,12.24,11.79,11.62,11.36,9.45,8.38,9.70,15.51,0.21,0.20,0.19,0.17,0.14,0.13,0.13,0.12,0.10,0.09,0.10,0.17,0.09,0.21,0.12,2.33,,,21.00
NOP6,YDL213C,175.44,178.14,179.90,180.94,178.69,178.06,178.53,182.73,194.92,187.40,162.03,105.79,33.32,31.39,28.63,24.46,18.14,11.92,7.88,5.88,9.05,10.18,9.78,5.88,0.19,0.18,0.16,0.14,0.10,0.07,0.04,0.03,0.05,0.05,0.06,0.06,0.03,0.19,0.16,5.90,,,20.80
KRE2,YDR483W,229.88,232.36,236.42,242.36,253.36,263.50,271.14,268.44,274.76,279.67,282.49,281.25,38.76,39.30,40.14,41.66,44.66,44.97,44.61,43.43,41.39,43.49,47.79,54.82,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.15,0.16,0.17,0.19,0.15,0.19,0.04,1.29,,,20.80
BZZ1,YHR114W,20.27,19.54,18.67,17.74,16.47,15.81,15.59,16.41,16.02,15.92,16.18,17.16,2.99,2.71,2.34,1.78,0.86,0.37,0.26,0.54,1.29,1.97,2.65,3.18,0.15,0.14,0.13,0.10,0.05,0.02,0.02,0.03,0.08,0.12,0.16,0.19,0.02,0.19,0.17,10.94,,,20.80
URA1,YKL216W,304.66,310.75,317.07,324.47,332.30,342.33,352.50,362.90,380.46,383.36,373.84,344.53,74.12,75.22,74.39,71.58,65.26,46.31,33.96,24.78,31.13,31.24,27.75,16.00,0.24,0.24,0.23,0.22,0.20,0.14,0.10,0.07,0.08,0.08,0.07,0.05,0.05,0.24,0.20,5.24,,,20.79
URA8,YJR103W,64.10,63.49,62.89,62.16,61.64,59.90,58.42,59.04,56.90,55.83,55.54,56.74,28.47,27.52,27.79,29.36,33.62,45.18,50.37,53.67,50.09,48.50,46.83,46.62,0.44,0.43,0.44,0.47,0.55,0.75,0.86,0.91,0.88,0.87,0.84,0.82,0.43,0.91,0.48,2.10,,,20.75
RPL19B,YBL027W,2671.20,2674.84,2674.38,2675.73,2659.05,2689.39,2713.04,2695.13,2701.59,2703.66,2701.74,2700.19,4002.37,4084.92,4171.78,4288.15,4464.75,4364.57,4288.06,4154.76,4039.50,4000.88,3966.01,3912.40,1.50,1.53,1.56,1.60,1.68,1.62,1.58,1.54,1.50,1.48,1.47,1.45,1.45,1.68,0.23,1.16,,,20.61
SUR7,YML052W,154.72,151.95,147.97,142.32,134.27,122.49,113.90,119.33,119.10,115.00,109.05,99.21,42.04,42.49,42.96,43.64,44.40,44.75,47.27,49.68,51.25,49.95,46.28,39.61,0.27,0.28,0.29,0.31,0.33,0.37,0.42,0.42,0.43,0.43,0.42,0.40,0.27,0.43,0.16,1.60,,,20.60
YGR017W,YGR017W,118.19,117.35,115.89,113.93,110.06,107.71,105.62,103.93,103.61,106.76,114.19,128.17,15.55,15.92,15.78,14.53,11.53,9.51,7.46,5.45,3.38,2.64,3.09,5.16,0.13,0.14,0.14,0.13,0.10,0.09,0.07,0.05,0.03,0.02,0.03,0.04,0.02,0.14,0.11,5.50,,,20.60
PSY2,YNL201C,27.11,26.80,26.09,25.17,22.94,22.51,22.05,20.94,20.18,20.56,22.46,27.10,3.40,3.36,3.32,3.25,3.13,3.03,3.09,3.13,2.94,2.89,2.76,2.50,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.15,0.14,0.12,0.09,0.09,0.15,0.06,1.62,,,20.60
YKL069W,YKL069W,36.03,35.81,35.47,34.92,34.17,32.75,31.96,33.57,34.41,35.00,35.85,36.94,16.21,16.19,16.46,17.09,18.44,20.52,21.50,21.96,20.72,21.12,21.52,21.86,0.45,0.45,0.46,0.49,0.54,0.63,0.67,0.65,0.60,0.60,0.60,0.59,0.45,0.67,0.22,1.50,,,20.60
TIM21,YGR033C,72.93,74.32,76.67,79.52,85.89,87.78,86.75,78.49,72.49,67.33,61.56,55.20,10.29,10.42,10.67,11.07,11.72,12.58,13.12,13.10,11.09,11.22,13.51,19.37,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.17,0.15,0.17,0.22,0.35,0.14,0.35,0.21,2.57,,,20.56
